timestamp,sample,split,model,checkpoint,patch_size,stride,blend,mae_norm,mse_norm,rmse_norm,mae_raw_height_units,mse_raw_height_units,rmse_raw_height_units
2026-08-26 15:22:11,V27_O_I$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,64,gaussian,0.07247739285230637,0.011153336614370346,0.10560935855486646,1.874384361144621e-05,7.458828554796071e-10,2.731085600049195e-05
2026-08-26 15:22:13,V27_O_M$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,64,gaussian,0.067604199051857,0.010132542811334133,0.10066053254048546,1.68297701748088e-05,6.278907949130996e-10,2.5057749198862607e-05
2026-08-26 15:22:15,V27_U_A$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,64,gaussian,0.08733819425106049,0.012699690647423267,0.11269290415737482,2.338341982976999e-05,9.103234832608109e-10,3.017156746443265e-05
2026-08-26 15:22:17,V27_U_I$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,64,gaussian,0.10886948555707932,0.02007290907204151,0.1416788942363735,2.6300675017409958e-05,1.1714906822390958e-09,3.422704606358977e-05
2026-08-26 15:22:18,V27_U_M$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,64,gaussian,0.0859796553850174,0.012114501558244228,0.1100658964359271,2.7895079256268218e-05,1.2751435463087546e-09,3.570915213651473e-05
2026-08-26 15:22:20,V28_O_A$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,64,gaussian,0.07758624851703644,0.009702863171696663,0.09850311249750773,1.8273887690156698e-05,5.381836643003624e-10,2.3198785836770904e-05
2026-08-26 15:22:22,V28_O_I$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,64,gaussian,0.07550486922264099,0.011845529079437256,0.10883716772976618,1.7472359104431234e-05,6.343481295800757e-10,2.5186268671243777e-05
2026-08-26 15:22:24,V28_O_M$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,64,gaussian,0.07697764039039612,0.009479142725467682,0.09736088909550734,1.863143734226469e-05,5.552296400423984e-10,2.356331131319192e-05
2026-08-26 15:22:26,V28_U_A$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,64,gaussian,0.08433317393064499,0.011548575945198536,0.10746430079425695,2.7556910936255008e-05,1.23303267596242e-09,3.511456501172156e-05
2026-08-26 15:22:27,V28_U_I$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,64,gaussian,0.08055869489908218,0.012383272871375084,0.11128015488565374,2.4259787096525542e-05,1.1230294472142077e-09,3.351163152122271e-05
2026-08-26 15:22:29,V28_U_M$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,64,gaussian,0.07129330933094025,0.009208149276673794,0.09595910210435378,2.3803386284271255e-05,1.0264502581236457e-09,3.2038262407996564e-05
2026-08-26 15:22:31,V29_O_A$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,64,gaussian,0.08290133625268936,0.011409071274101734,0.10681325420612245,1.9768867787206545e-05,6.486797765603569e-10,2.5469192695496982e-05
2026-08-26 15:22:33,V29_O_I$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,64,gaussian,0.0662517100572586,0.008154526352882385,0.09030241609659392,2.1263711460051127e-05,8.399118067714539e-10,2.8981231974701386e-05
2026-08-26 15:22:35,V29_O_M$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,64,gaussian,0.09480542689561844,0.013469813391566277,0.116059525208258,2.4166285584215075e-05,8.751113167448921e-10,2.9582280452069478e-05
2026-08-26 15:22:37,V29_U_A$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,64,gaussian,0.08909983932971954,0.013380428776144981,0.11567380332704973,2.151723856513854e-05,7.803279689078124e-10,2.7934351055784567e-05
2026-08-26 15:22:38,V29_U_I$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,64,gaussian,0.08417527377605438,0.011894067749381065,0.10905992733071605,2.8300964913796633e-05,1.3444707569476577e-09,3.666702547177311e-05
2026-08-26 15:22:40,V29_U_M$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,64,gaussian,0.07937625795602798,0.011091100983321667,0.10531429619629838,2.3790993509464897e-05,9.963191383022263e-10,3.156452341319644e-05
2026-08-26 21:50:08,V25_O_A$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,128,none,0.06476237624883652,0.009666778147220612,0.09831977495509543,1.761330167937558e-05,7.150735559235954e-10,2.674085929665678e-05
2026-08-26 21:50:10,V25_O_I$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,128,none,0.10737829655408859,0.016131239011883736,0.12700881470151484,2.9590770282084122e-05,1.224914281117151e-09,3.4998775423108034e-05
2026-08-26 21:50:11,V25_O_M$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,128,none,0.06874889135360718,0.010206515900790691,0.10102730274926026,1.667272772465367e-05,6.002074948163738e-10,2.4499132531915774e-05
2026-08-26 21:50:13,V25_U_A$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,128,none,0.10665716230869293,0.018731962889432907,0.13686476131361539,3.0480205168714747e-05,1.5297817457238239e-09,3.911242444190623e-05
2026-08-26 21:50:14,V25_U_I$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,128,none,0.12384002655744553,0.023862037807703018,0.15447342103968248,3.41876620950643e-05,1.8186253614160819e-09,4.2645343959406424e-05
2026-08-26 21:50:16,V25_U_M$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,128,none,0.07409472018480301,0.009943370707333088,0.09971645153801396,2.226931792392861e-05,8.981843602207107e-10,2.9969724059802597e-05
2026-08-26 21:50:17,V26_O_A$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,128,none,0.08991570770740509,0.012696980498731136,0.11268087902892458,2.2941558199818246e-05,8.264715578576443e-10,2.874841835401809e-05
2026-08-26 21:50:19,V26_O_I$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,128,none,0.07771166414022446,0.011147276498377323,0.10558066346816221,1.8976723367813975e-05,6.64652055615278e-10,2.5780846681505204e-05
2026-08-26 21:50:20,V26_O_M$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,128,none,0.07510711252689362,0.011209852062165737,0.10587658882947512,2.2833097318653017e-05,1.0361616009646468e-09,3.2189464129815005e-05
2026-08-26 21:50:22,V26_U_A$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,128,none,0.10375028848648071,0.01789194718003273,0.13376078341589037,2.9494807677110657e-05,1.446075703626093e-09,3.8027302081873927e-05
2026-08-26 21:50:23,V26_U_I$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,128,none,0.09974223375320435,0.015629084780812263,0.12501633805552081,2.984495040436741e-05,1.3992927927475307e-09,3.740712221953903e-05
2026-08-26 21:50:25,V26_U_M$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,128,none,0.10140061378479004,0.016997145488858223,0.13037310109396885,2.2208068912732415e-05,8.152816755035985e-10,2.8553137752331154e-05
2026-08-26 21:50:26,V27_O_A$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,128,none,0.06846315413713455,0.00967114046216011,0.09834195677410588,1.8818354874383658e-05,7.30592530917562e-10,2.702947522460549e-05
2026-08-26 21:50:28,V27_O_I$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,128,none,0.07324019819498062,0.011364984326064587,0.10660668049453836,1.8941029338748194e-05,7.600340357072355e-10,2.7568714799700683e-05
2026-08-26 21:50:29,V27_O_M$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,128,none,0.06832633167505264,0.010314464569091797,0.10156015246685975,1.7009482689900324e-05,6.391616680367918e-10,2.5281646861642376e-05
2026-08-26 21:50:31,V27_U_A$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,128,none,0.08789998292922974,0.012855050154030323,0.11338011357389938,2.3533795683761127e-05,9.214579654859278e-10,3.0355526111170068e-05
2026-08-26 21:50:32,V27_U_I$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,128,none,0.10957058519124985,0.020299440249800682,0.14247610413609954,2.6470048396731727e-05,1.184711662105542e-09,3.441964064463111e-05
2026-08-26 21:50:34,V27_U_M$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,128,none,0.08617095649242401,0.012233217246830463,0.1106038753698552,2.795712134684436e-05,1.2876359978264418e-09,3.588364526948791e-05
2026-08-26 21:50:35,V28_O_A$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,128,none,0.07811223715543747,0.009840465150773525,0.09919911869958083,1.839769902289845e-05,5.458136165259475e-10,2.3362654312512257e-05
2026-08-26 21:50:37,V28_O_I$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,128,none,0.07634928822517395,0.012015875428915024,0.10961694863895374,1.7667804058874026e-05,6.434712762626305e-10,2.5366735624881465e-05
2026-08-26 21:50:38,V28_O_M$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,128,none,0.07752445340156555,0.009617905132472515,0.09807091889277124,1.876371243270114e-05,5.633539745808491e-10,2.373507898830019e-05
2026-08-26 21:50:40,V28_U_A$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,128,none,0.08468138426542282,0.011662730015814304,0.10799412028353352,2.7670654162648134e-05,1.2452171516130761e-09,3.528763454261388e-05
2026-08-26 21:50:41,V28_U_I$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,128,none,0.08131241053342819,0.012588907964527607,0.11220030287181763,2.448674786137417e-05,1.1416778633588365e-09,3.378872390841117e-05
2026-08-26 21:50:43,V28_U_M$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,128,none,0.0720876157283783,0.009372997097671032,0.09681424015955004,2.4068574930424802e-05,1.0448262255380314e-09,3.232377183340508e-05
2026-08-26 21:50:44,V29_O_A$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,128,none,0.0833558440208435,0.011577915400266647,0.10760072211777506,1.9877161321346648e-05,6.582754341621921e-10,2.5656878885830835e-05
2026-08-26 21:50:46,V29_O_I$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,128,none,0.06673482060432434,0.008283435367047787,0.09101338015395202,2.1418703909148462e-05,8.531861883653846e-10,2.9209351043208487e-05
2026-08-26 21:50:47,V29_O_M$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,128,none,0.09521935880184174,0.013617699965834618,0.1166949011989582,2.4271745132864453e-05,8.847163002201341e-10,2.974418094720603e-05
2026-08-26 21:50:49,V29_U_A$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,128,none,0.0897100642323494,0.013571199961006641,0.11649549330770972,2.1664562154910527e-05,7.91452514636859e-10,2.813276585472639e-05
2026-08-26 21:50:50,V29_U_I$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,128,none,0.0844908058643341,0.011999051086604595,0.10954018023814181,2.8407006539055146e-05,1.3563344891664997e-09,3.682844673844526e-05
2026-08-26 21:50:52,V29_U_M$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,128,none,0.0799131691455841,0.011239553801715374,0.10601676189035097,2.395185765635688e-05,1.0096515845603449e-09,3.1775015099293736e-05
2026-08-26 21:51:02,V25_O_A$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,64,uniform,0.06418003886938095,0.009577617049217224,0.09786530053710163,1.7454924090998247e-05,7.084775544008437e-10,2.6617241675290917e-05
2026-08-26 21:51:04,V25_O_I$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,64,uniform,0.10734115540981293,0.016063855960965157,0.12674326791181123,2.958056029456202e-05,1.2197998167096102e-09,3.492563266011956e-05
2026-08-26 21:51:06,V25_O_M$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,64,uniform,0.0682062953710556,0.010104055516421795,0.10051893113449722,1.6541178410989232e-05,5.941820369059769e-10,2.4375849460192704e-05
2026-08-26 21:51:08,V25_U_A$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,64,uniform,0.10643837600946426,0.018644189462065697,0.13654372728934017,3.0417686502914876e-05,1.5226132576984241e-09,3.902067730958068e-05
2026-08-26 21:51:09,V25_U_I$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,64,uniform,0.1234903633594513,0.023726249113678932,0.15403327274871145,3.409111013752408e-05,1.808274641135199e-09,4.252381263639467e-05
2026-08-26 21:51:11,V25_U_M$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,64,uniform,0.07361406832933426,0.009826931171119213,0.09913087899902438,2.2124873794382438e-05,8.876671619972853e-10,2.9793743672074602e-05
2026-08-26 21:51:13,V26_O_A$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,64,uniform,0.08964524418115616,0.012605837546288967,0.11227572109004229,2.2872582121635787e-05,8.20540579926643e-10,2.864507950637671e-05
2026-08-26 21:51:15,V26_O_I$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,64,uniform,0.07734255492687225,0.011050033383071423,0.10511913899510128,1.8886627003666945e-05,6.588549705810465e-10,2.5668170378526133e-05
2026-08-26 21:51:17,V26_O_M$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,64,uniform,0.07461828738451004,0.011121704243123531,0.10545949100542602,2.2684414943796583e-05,1.0280124529415957e-09,3.2062633281463265e-05
2026-08-26 21:51:19,V26_U_A$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,64,uniform,0.10356009751558304,0.017816929146647453,0.13348007022266453,2.9440710932249203e-05,1.4400115544432879e-09,3.794748416487301e-05
2026-08-26 21:51:20,V26_U_I$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,64,uniform,0.09948915243148804,0.015508407726883888,0.12453275764586556,2.976923860842362e-05,1.388490322717928e-09,3.726245191500323e-05
2026-08-26 21:51:22,V26_U_M$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,64,uniform,0.10105441510677338,0.016880951821804047,0.12992671712086026,2.2132255253382027e-05,8.097085779645852e-10,2.845537871764467e-05
2026-08-26 21:51:24,V27_O_A$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,64,uniform,0.06802302598953247,0.00957115925848484,0.09783230171310926,1.869741754489951e-05,7.23040627370608e-10,2.6889414782970045e-05
2026-08-26 21:51:26,V27_O_I$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,64,uniform,0.07280100882053375,0.011242570355534554,0.10603098771366111,1.8827473468263634e-05,7.518478062351619e-10,2.741984329341001e-05
2026-08-26 21:51:28,V27_O_M$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,64,uniform,0.06786387413740158,0.010212104767560959,0.10105495914382905,1.6894373402465135e-05,6.328186308302008e-10,2.515588660393827e-05
2026-08-26 21:51:30,V27_U_A$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,64,uniform,0.08751784265041351,0.012754012830555439,0.11293366562082115,2.343148116779048e-05,9.142154810959369e-10,3.0235996446221794e-05
2026-08-26 21:51:31,V27_U_I$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,64,uniform,0.10938164591789246,0.0202268585562706,0.14222116071903856,2.6424402676639147e-05,1.1804752730881773e-09,3.4358045245446914e-05
2026-08-26 21:51:33,V27_U_M$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,64,uniform,0.0858980044722557,0.012139310128986835,0.1101785375151932,2.786857476166915e-05,1.2777530145058336e-09,3.574567126948148e-05
2026-08-26 21:51:35,V28_O_A$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,64,uniform,0.07787345349788666,0.009768619202077389,0.09883632531654234,1.8341492250328884e-05,5.418299697801388e-10,2.3277241455553506e-05
2026-08-26 21:51:37,V28_O_I$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,64,uniform,0.07591969519853592,0.011943060904741287,0.10928431225359515,1.7568385374033824e-05,6.395713958440297e-10,2.5289748829200136e-05
2026-08-26 21:51:39,V28_O_M$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,64,uniform,0.07722088694572449,0.009530180133879185,0.09762264150226209,1.8690274373511784e-05,5.582172502016647e-10,2.3626621641734237e-05
2026-08-26 21:51:41,V28_U_A$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,64,uniform,0.08441882580518723,0.011575883254408836,0.10759127870979524,2.7584888812270947e-05,1.2359466783351536e-09,3.5156033313432186e-05
2026-08-26 21:51:43,V28_U_I$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,64,uniform,0.08091802150011063,0.012483973056077957,0.11173170121356767,2.4367971491301432e-05,1.1321606985248422e-09,3.364759573171376e-05
2026-08-26 21:51:44,V28_U_M$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,64,uniform,0.07148655503988266,0.009241747669875622,0.09613400891399267,2.3867904019425623e-05,1.0301954844749162e-09,3.209665846275771e-05
2026-08-26 21:51:46,V29_O_A$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,64,uniform,0.08305995911359787,0.011459778994321823,0.10705035728255101,1.9806651835097e-05,6.515605832646543e-10,2.5525684775626574e-05
2026-08-26 21:51:48,V29_O_I$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,64,uniform,0.06634411960840225,0.008185558952391148,0.09047407889772158,2.1293360987328924e-05,8.431070841474764e-10,2.903630631033287e-05
2026-08-26 21:51:50,V29_O_M$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,64,uniform,0.09508295357227325,0.013542077504098415,0.11637043225879337,2.4236995159299113e-05,8.798048956037974e-10,2.9661505282163233e-05
2026-08-26 21:51:52,V29_U_A$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,64,uniform,0.08937675505876541,0.013460914604365826,0.1160211817056085,2.1584084606729448e-05,7.850209371440542e-10,2.8018225089110377e-05
2026-08-26 21:51:54,V29_U_I$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,64,uniform,0.08418562263250351,0.011909729801118374,0.10913170850453306,2.8304422812652774e-05,1.3462393422258856e-09,3.669113438183515e-05
2026-08-26 21:51:55,V29_U_M$3D,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,128,64,uniform,0.07946242392063141,0.011133493855595589,0.10551537260321639,2.3816790417185985e-05,1.0001250938529438e-09,3.1624754447314586e-05
2026-08-26 21:52:05,V25_O_A$3D,test,small_unet,models\small_unet_patch256_stride256_ep100_best.pth,256,128,gaussian,0.060089875012636185,0.00860715564340353,0.09277475757663574,1.6343436072929762e-05,6.367175675592307e-10,2.5233263117544483e-05
2026-08-26 21:52:07,V25_O_I$3D,test,small_unet,models\small_unet_patch256_stride256_ep100_best.pth,256,128,gaussian,0.11596395075321198,0.01788615621626377,0.13373913494659584,3.1956456950865686e-05,1.3581729074729765e-09,3.68533975024417e-05
2026-08-26 21:52:09,V25_O_M$3D,test,small_unet,models\small_unet_patch256_stride256_ep100_best.pth,256,128,gaussian,0.06907860189676285,0.009719958528876305,0.09858985002968766,1.6753572708694264e-05,5.716302431402198e-10,2.390879008106056e-05
2026-08-26 21:52:10,V25_U_A$3D,test,small_unet,models\small_unet_patch256_stride256_ep100_best.pth,256,128,gaussian,0.10439332574605942,0.017649171873927116,0.13285018582571542,2.9833614462404512e-05,1.4413893412168477e-09,3.796563368649136e-05
2026-08-26 21:52:12,V25_U_I$3D,test,small_unet,models\small_unet_patch256_stride256_ep100_best.pth,256,128,gaussian,0.11607099324464798,0.02123386226594448,0.14571843488709477,3.2043059036368504e-05,1.6183242523837293e-09,4.0228401066705713e-05
2026-08-26 21:52:14,V25_U_M$3D,test,small_unet,models\small_unet_patch256_stride256_ep100_best.pth,256,128,gaussian,0.07425384968519211,0.009837314486503601,0.09918323692289742,2.2317739421851e-05,8.886454350154338e-10,2.9810156574822512e-05
2026-08-26 21:52:16,V26_O_A$3D,test,small_unet,models\small_unet_patch256_stride256_ep100_best.pth,256,128,gaussian,0.09576618671417236,0.013813403435051441,0.1175304362071861,2.443431003484875e-05,8.991584143913656e-10,2.9985970292644617e-05
2026-08-26 21:52:18,V26_O_I$3D,test,small_unet,models\small_unet_patch256_stride256_ep100_best.pth,256,128,gaussian,0.08084437251091003,0.011470988392829895,0.1071027002125992,1.974226688616909e-05,6.839894761689891e-10,2.6153192466102282e-05
2026-08-26 21:52:19,V26_O_M$3D,test,small_unet,models\small_unet_patch256_stride256_ep100_best.pth,256,128,gaussian,0.06753543019294739,0.009746729396283627,0.0987255255558745,2.0531493646558374e-05,9.009347712307658e-10,3.0015575477254567e-05
2026-08-26 21:52:21,V26_U_A$3D,test,small_unet,models\small_unet_patch256_stride256_ep100_best.pth,256,128,gaussian,0.09754692018032074,0.01613926701247692,0.12704041487840365,2.773157029878348e-05,1.3044354485458598e-09,3.611696898337207e-05
2026-08-26 21:52:23,V26_U_I$3D,test,small_unet,models\small_unet_patch256_stride256_ep100_best.pth,256,128,gaussian,0.10318639874458313,0.016604892909526825,0.1288599740397569,3.087579534621909e-05,1.486688105956091e-09,3.855759465988628e-05
2026-08-26 21:52:25,V26_U_M$3D,test,small_unet,models\small_unet_patch256_stride256_ep100_best.pth,256,128,gaussian,0.10082659870386124,0.016658121719956398,0.1290663461943368,2.2082795112510212e-05,7.990537120861063e-10,2.8267538132743474e-05
2026-08-26 21:52:26,V27_O_A$3D,test,small_unet,models\small_unet_patch256_stride256_ep100_best.pth,256,128,gaussian,0.07086585462093353,0.009801016189157963,0.09900008176339029,1.9479464754112996e-05,7.404432067481537e-10,2.721108610012018e-05
2026-08-26 21:52:28,V27_O_I$3D,test,small_unet,models\small_unet_patch256_stride256_ep100_best.pth,256,128,gaussian,0.07417943328619003,0.010924400761723518,0.10451985821710398,1.9184695702278987e-05,7.306097393744437e-10,2.7029793550348173e-05
2026-08-26 21:52:30,V27_O_M$3D,test,small_unet,models\small_unet_patch256_stride256_ep100_best.pth,256,128,gaussian,0.06861570477485657,0.009828835725784302,0.09914048479700058,1.7082316844607703e-05,6.091029902677292e-10,2.4680011958419492e-05
2026-08-26 21:52:32,V27_U_A$3D,test,small_unet,models\small_unet_patch256_stride256_ep100_best.pth,256,128,gaussian,0.08814237266778946,0.012850750237703323,0.11336114959589694,2.3599161067977548e-05,9.211879037351878e-10,3.0351077472392767e-05
