timestamp,split,model,checkpoint,num_patches,patch_size,stride,mae_norm,mse_norm,rmse_norm
2026-08-11 17:33:59,test,small_unet,unet_patch128_ep100.pth,7680,128,128,0.5851851771275203,0.5791779223829507,0.761037398807017
2026-08-26 13:44:07,test,small_unet,models\small_unet_patch128_stride128_ep100_best.pth,7680,128,128,0.08529223668544243,0.012899568610009737,0.11357626781158878
2026-08-26 16:18:09,test,simple_cnn,models\simple_cnn_patch128_stride128_ep100_best.pth,7680,128,128,0.09664490651339293,0.01611558186414186,0.12694716170179568
2026-08-26 19:13:37,test,transunet_lite,models\transunet_lite_patch128_stride128_ep100_best.pth,7680,128,128,0.08998558627208694,0.014921459606315086,0.12215342650255492
2026-08-26 20:31:17,test,small_unet,models\small_unet_patch256_stride256_ep100_best.pth,1920,256,256,0.08611269063937167,0.012841440699412487,0.11332008074217247
2026-08-26 21:49:26,test,small_unet,models\small_unet_patch64_stride64_ep100_best.pth,30720,64,64,0.0872558418273305,0.013306657289892125,0.11535448534795743
